rank	score	word	letters	syllables	zipf	flags
2604	-2.2	pawelski	8	3	0.0	not-in-dict
2605	-2.2	pawelsky	8	3	0.0	not-in-dict
2606	-2.2	pawlicki	8	3	0.0	not-in-dict
2607	-2.2	pawloski	8	3	0.0	not-in-dict
2608	-2.2	pawluk	6	2	0.0	not-in-dict
2609	-2.2	pawnshops	9	2	1.8	not-in-dict,inflected
2610	-2.2	paxar	5	2	0.0	not-in-dict
2611	-2.2	payco	5	2	0.0	not-in-dict
2612	-2.2	payeur	6	2	0.0	not-in-dict
2613	-2.2	paymer	6	2	0.0	not-in-dict
2614	-2.2	payna	5	2	0.0	not-in-dict
2615	-2.2	paysop	6	2	0.0	not-in-dict
2616	-2.2	pazner	6	2	0.0	not-in-dict
2617	-2.2	pazuto	6	3	0.0	not-in-dict
2618	-2.2	peaden	6	2	0.0	not-in-dict
2619	-2.2	peagler	7	2	0.0	not-in-dict
2620	-2.2	peasey	6	2	0.0	not-in-dict
2621	-2.2	peatross	8	2	0.0	not-in-dict
2622	-2.2	peavler	7	2	0.0	not-in-dict
2623	-2.2	pebereau	8	3	0.0	not-in-dict
2624	-2.2	pebley	6	2	0.0	not-in-dict
2625	-2.2	pecanins	8	3	0.0	not-in-dict
2626	-2.2	pechacek	8	3	0.0	not-in-dict
2627	-2.2	pechin	6	2	0.0	not-in-dict
2628	-2.2	pecht	5	1	0.0	not-in-dict
2629	-2.2	pecina	6	3	0.0	not-in-dict
2630	-2.2	pecka	5	2	0.0	not-in-dict
2631	-2.2	peckman	7	2	0.0	not-in-dict
2632	-2.2	pecor	5	2	0.0	not-in-dict
2633	-2.2	pecore	6	3	0.0	not-in-dict
2634	-2.2	pecot	5	2	0.0	not-in-dict
2635	-2.2	pedone	6	3	0.0	not-in-dict
2636	-2.2	pedroli	7	3	0.0	not-in-dict
2637	-2.2	pedrotti	8	3	0.0	not-in-dict
2638	-2.2	peebler	7	2	0.0	not-in-dict
2639	-2.2	peedin	6	2	0.0	not-in-dict
2640	-2.2	peerson	7	2	0.0	not-in-dict
2641	-2.2	peevy	5	2	0.0	not-in-dict
2642	-2.2	peffley	7	2	0.0	not-in-dict
2643	-2.2	peglow	6	2	0.0	not-in-dict
2644	-2.2	pehl	4	1	0.0	not-in-dict
2645	-2.2	peipu	5	2	0.0	not-in-dict
2646	-2.2	peitz	5	1	0.0	not-in-dict
2647	-2.2	pekala	6	3	0.0	not-in-dict
2648	-2.2	pekarek	7	3	0.0	not-in-dict
2649	-2.2	pekrul	6	2	0.0	not-in-dict
2650	-2.2	peladeau	8	3	0.0	not-in-dict
2651	-2.2	pelchat	7	2	0.0	not-in-dict
2652	-2.2	pelczar	7	2	0.0	not-in-dict
2653	-2.2	pelino	6	3	0.0	not-in-dict
2654	-2.2	pelky	5	2	0.0	not-in-dict
2655	-2.2	pelland	7	2	0.0	not-in-dict
2656	-2.2	pellett	7	2	0.0	not-in-dict
2657	-2.2	pelleu	6	2	0.0	not-in-dict
2658	-2.2	pellum	6	2	0.0	not-in-dict
2659	-2.2	pelot	5	2	0.0	not-in-dict
2660	-2.2	pelster	7	2	0.0	not-in-dict
2661	-2.2	pelto	5	2	0.0	not-in-dict
2662	-2.2	pelzel	6	2	0.0	not-in-dict
2663	-2.2	pemble	6	2	0.0	not-in-dict
2664	-2.2	pemrich	7	2	0.0	not-in-dict
2665	-2.2	penans	6	2	0.0	not-in-dict
2666	-2.2	pendell	7	2	0.0	not-in-dict
2667	-2.2	pendola	7	3	0.0	not-in-dict
2668	-2.2	pendril	7	2	0.0	not-in-dict
2669	-2.2	pendyala	8	3	0.0	not-in-dict
2670	-2.2	penelas	7	3	0.0	not-in-dict
2671	-2.2	penfil	6	2	0.0	not-in-dict
2672	-2.2	penikese	8	3	0.0	not-in-dict
2673	-2.2	peninger	8	3	0.0	not-in-dict
2674	-2.2	penix	5	2	0.0	not-in-dict
2675	-2.2	penja	5	2	0.0	not-in-dict
2676	-2.2	penkala	7	3	0.0	not-in-dict
2677	-2.2	penkava	7	3	0.0	not-in-dict
2678	-2.2	penncorp	8	2	0.0	not-in-dict
2679	-2.2	pennella	8	3	0.0	not-in-dict
2680	-2.2	pennex	6	2	0.0	not-in-dict
2681	-2.2	pennick	7	2	0.0	not-in-dict
2682	-2.2	pennino	7	3	0.0	not-in-dict
2683	-2.2	pennix	6	2	0.0	not-in-dict
2684	-2.2	pennwalt	8	2	0.0	not-in-dict
2685	-2.2	penoyer	7	3	0.0	not-in-dict
2686	-2.2	penril	6	2	0.0	not-in-dict
2687	-2.2	pensyl	6	2	0.0	not-in-dict
2688	-2.2	pentech	7	2	0.0	not-in-dict
2689	-2.2	penthea	7	3	0.0	not-in-dict
2690	-2.2	pentron	7	2	0.0	not-in-dict
2691	-2.2	pentrust	8	2	0.0	not-in-dict
2692	-2.2	penwell	7	2	0.0	not-in-dict
2693	-2.2	penwest	7	2	0.0	not-in-dict
2694	-2.2	peplow	6	2	0.0	not-in-dict
2695	-2.2	peppel	6	2	0.0	not-in-dict
2696	-2.2	perala	6	3	0.0	not-in-dict
2697	-2.2	peralez	7	3	0.0	not-in-dict
2698	-2.2	peratis	7	3	0.0	not-in-dict
2699	-2.2	perazzo	7	3	0.0	not-in-dict
2700	-2.2	percell	7	2	0.0	not-in-dict
2701	-2.2	percle	6	2	0.0	not-in-dict
2702	-2.2	peregoy	7	3	0.0	not-in-dict
2703	-2.2	pergande	8	2	0.0	not-in-dict
2704	-2.2	perich	6	2	0.0	not-in-dict
2705	-2.2	perigo	6	3	0.0	not-in-dict
2706	-2.2	periman	7	3	0.0	not-in-dict
2707	-2.2	perkey	6	2	0.0	not-in-dict
2708	-2.2	perlberg	8	2	0.0	not-in-dict
2709	-2.2	permiam	7	3	0.0	not-in-dict
2710	-2.2	permount	8	2	0.0	not-in-dict
2711	-2.2	permut	6	2	0.0	not-in-dict
2712	-2.2	pernella	8	3	0.0	not-in-dict
2713	-2.2	perno	5	2	0.0	not-in-dict
2714	-2.2	perovich	8	3	0.0	not-in-dict
2715	-2.2	perrell	7	2	0.0	not-in-dict
2716	-2.2	perretti	8	3	0.0	not-in-dict
2717	-2.2	perrino	7	3	0.0	not-in-dict
2718	-2.2	perrodin	8	3	0.0	not-in-dict
2719	-2.2	perrotto	8	3	0.0	not-in-dict
2720	-2.2	perryn	6	2	0.0	not-in-dict
2721	-2.2	persall	7	2	0.0	not-in-dict
2722	-2.2	perset	6	2	0.0	not-in-dict
2723	-2.2	pershall	8	2	0.0	not-in-dict
2724	-2.2	pershare	8	2	0.0	not-in-dict
2725	-2.2	persley	7	2	0.0	not-in-dict
2726	-2.2	personic	8	3	0.0	not-in-dict
2727	-2.2	persyn	6	2	0.0	not-in-dict
2728	-2.2	pertuit	7	2	0.0	not-in-dict
2729	-2.2	perulac	7	3	0.0	not-in-dict
2730	-2.2	perusse	7	3	0.0	not-in-dict
2731	-2.2	perz	4	1	0.0	not-in-dict
2732	-2.2	peshek	6	2	0.0	not-in-dict
2733	-2.2	pesina	6	3	0.0	not-in-dict
2734	-2.2	pesnell	7	2	0.0	not-in-dict
2735	-2.2	pesola	6	3	0.0	not-in-dict
2736	-2.2	pessin	6	2	0.0	not-in-dict
2737	-2.2	pestillo	8	3	0.0	not-in-dict
2738	-2.2	pestka	6	2	0.0	not-in-dict
2739	-2.2	petak	5	2	0.0	not-in-dict
2740	-2.2	petery	6	3	0.0	not-in-dict
2741	-2.2	pethel	6	2	0.0	not-in-dict
2742	-2.2	pethtel	7	2	0.0	not-in-dict
2743	-2.2	petillo	7	3	0.0	not-in-dict
2744	-2.2	petino	6	3	0.0	not-in-dict
2745	-2.2	petito	6	3	0.0	not-in-dict
2746	-2.2	petitti	7	3	0.0	not-in-dict
2747	-2.2	petitto	7	3	0.0	not-in-dict
2748	-2.2	petkus	6	2	0.0	not-in-dict
2749	-2.2	petrak	6	2	0.0	not-in-dict
2750	-2.2	petrasek	8	3	0.0	not-in-dict
2751	-2.2	petrash	7	2	0.0	not-in-dict
2752	-2.2	petrey	6	2	0.0	not-in-dict
2753	-2.2	petrilla	8	3	0.0	not-in-dict
2754	-2.2	petrizzo	8	3	0.0	not-in-dict
2755	-2.2	petromin	8	3	0.0	not-in-dict
2756	-2.2	petrosky	8	3	0.0	not-in-dict
2757	-2.2	petruska	8	3	0.0	not-in-dict
2758	-2.2	petsche	7	1	0.0	not-in-dict
2759	-2.2	petstuff	8	2	0.0	not-in-dict
2760	-2.2	pettaway	8	3	0.0	not-in-dict
2761	-2.2	pettee	6	2	0.0	not-in-dict
2762	-2.2	pettey	6	2	0.0	not-in-dict
2763	-2.2	pettry	6	2	0.0	not-in-dict
2764	-2.2	petway	6	2	0.0	not-in-dict
2765	-2.2	petzoldt	8	2	0.0	not-in-dict
2766	-2.2	peugh	5	1	0.0	not-in-dict
2767	-2.2	peveler	7	3	0.0	not-in-dict
2768	-2.2	peveto	6	3	0.0	not-in-dict
2769	-2.2	pevey	5	2	0.0	not-in-dict
2770	-2.2	pewex	5	2	0.0	not-in-dict
2771	-2.2	pewitt	6	2	0.0	not-in-dict
2772	-2.2	peyot	5	2	0.0	not-in-dict
2773	-2.2	pezim	5	2	0.0	not-in-dict
2774	-2.2	pezza	5	2	0.0	not-in-dict
2775	-2.2	pezzella	8	3	0.0	not-in-dict
2776	-2.2	pfahl	5	1	0.0	not-in-dict
2777	-2.2	pfarr	5	1	0.0	not-in-dict
2778	-2.2	pfeiff	6	1	0.0	not-in-dict
2779	-2.2	pfeifle	7	2	0.0	not-in-dict
2780	-2.2	pfenning	8	2	0.0	not-in-dict
2781	-2.2	pfeuffer	8	2	0.0	not-in-dict
2782	-2.2	pfiester	8	2	0.0	not-in-dict
2783	-2.2	pfiffner	8	2	0.0	not-in-dict
2784	-2.2	pflieger	8	2	0.0	not-in-dict
2785	-2.2	pflum	5	1	0.0	not-in-dict
2786	-2.2	pfost	5	1	0.0	not-in-dict
2787	-2.2	phariss	7	2	0.0	not-in-dict
2788	-2.2	pharris	7	2	0.0	not-in-dict
2789	-2.2	phedra	6	2	0.0	not-in-dict
2790	-2.2	phenfen	7	2	0.0	not-in-dict
2791	-2.2	phenicie	8	3	0.0	not-in-dict
2792	-2.2	pherigo	7	3	0.0	not-in-dict
2793	-2.2	pherson	7	2	0.0	not-in-dict
2794	-2.2	phibro	6	2	0.0	not-in-dict
2795	-2.2	philana	7	3	0.0	not-in-dict
2796	-2.2	philbeck	8	2	0.0	not-in-dict
2797	-2.2	philene	7	2	0.0	not-in-dict
2798	-2.2	phileo	6	3	0.0	not-in-dict
2799	-2.2	philida	7	3	0.0	not-in-dict
2800	-2.2	philina	7	3	0.0	not-in-dict
2801	-2.2	philley	7	2	0.0	not-in-dict
2802	-2.2	philson	7	2	0.0	not-in-dict
2803	-2.2	philyaw	7	2	0.0	not-in-dict
2804	-2.2	photoop	7	3	0.0	not-in-dict
2805	-2.2	phyllys	7	2	0.0	not-in-dict
2806	-2.2	piascik	7	3	0.0	not-in-dict
2807	-2.2	picazo	6	3	0.0	not-in-dict
2808	-2.2	picchi	6	2	0.0	not-in-dict
2809	-2.2	piccione	8	3	0.0	not-in-dict
2810	-2.2	picheny	7	3	0.0	not-in-dict
2811	-2.2	picht	5	1	0.0	not-in-dict
2812	-2.2	picinich	8	3	0.0	not-in-dict
2813	-2.2	pickart	7	2	0.0	not-in-dict
2814	-2.2	pickeral	8	3	0.0	not-in-dict
2815	-2.2	pickert	7	2	0.0	not-in-dict
2816	-2.2	pickrel	7	2	0.0	not-in-dict
2817	-2.2	pickren	7	3	0.0	not-in-dict
2818	-2.2	pickron	7	2	0.0	not-in-dict
2819	-2.2	pickus	6	2	0.0	not-in-dict
2820	-2.2	picop	5	2	0.0	not-in-dict
2821	-2.2	picotte	7	2	0.0	not-in-dict
2822	-2.2	picou	5	2	0.0	not-in-dict
2823	-2.2	piechota	8	3	0.0	not-in-dict
2824	-2.2	piecuch	7	2	0.0	not-in-dict
2825	-2.2	piela	5	2	0.0	not-in-dict
2826	-2.2	pienta	6	2	0.0	not-in-dict
2827	-2.2	piepgras	8	2	0.0	not-in-dict
2828	-2.2	piepho	6	2	0.0	not-in-dict
2829	-2.2	pieratt	7	2	0.0	not-in-dict
2830	-2.2	pierette	8	2	0.0	not-in-dict
2831	-2.2	pierie	6	3	0.0	not-in-dict
2832	-2.2	pierman	7	2	0.0	not-in-dict
2833	-2.2	piersol	7	2	0.0	not-in-dict
2834	-2.2	pietila	7	3	0.0	not-in-dict
2835	-2.2	pietras	7	2	0.0	not-in-dict
2836	-2.2	pietrzak	8	3	0.0	not-in-dict
2837	-2.2	pietrzyk	8	3	0.0	not-in-dict
2838	-2.2	pietz	5	1	0.0	not-in-dict
2839	-2.2	pigan	5	2	0.0	not-in-dict
2840	-2.2	piggee	6	2	0.0	not-in-dict
2841	-2.2	pigmied	7	2	0.0	not-in-dict
2842	-2.2	pignato	7	3	0.0	not-in-dict
2843	-2.2	pignone	7	3	0.0	not-in-dict
2844	-2.2	pigue	5	1	0.0	not-in-dict
2845	-2.2	pikula	6	3	0.0	not-in-dict
2846	-2.2	piland	6	2	0.0	not-in-dict
2847	-2.2	pilant	6	2	0.0	not-in-dict
2848	-2.2	pilarski	8	3	0.0	not-in-dict
2849	-2.2	pilevsky	8	3	0.0	not-in-dict
2850	-2.2	pilgreen	8	2	0.0	not-in-dict
2851	-2.2	pilnak	6	2	0.0	not-in-dict
2852	-2.2	pilotte	7	2	0.0	not-in-dict
2853	-2.2	pinckard	8	2	0.0	not-in-dict
2854	-2.2	pinegar	7	3	0.0	not-in-dict
2855	-2.2	pineo	5	3	0.0	not-in-dict
2856	-2.2	pinetta	7	3	0.0	not-in-dict
2857	-2.2	pingley	7	2	0.0	not-in-dict
2858	-2.2	pinneo	6	3	0.0	not-in-dict
2859	-2.2	pinnix	6	2	0.0	not-in-dict
2860	-2.2	pinnow	6	2	0.0	not-in-dict
2861	-2.2	pinola	6	3	0.0	not-in-dict
2862	-2.2	pinshan	7	2	0.0	not-in-dict
2863	-2.2	pinyan	6	2	0.0	not-in-dict
2864	-2.2	piotter	7	3	0.0	not-in-dict
2865	-2.2	pipetec	7	2	0.0	not-in-dict
2866	-2.2	pipitone	8	3	0.0	not-in-dict
2867	-2.2	pippert	7	2	0.0	not-in-dict
2868	-2.2	pippins	7	2	1.5	not-in-dict,inflected
2869	-2.2	piraino	7	3	0.0	not-in-dict
2870	-2.2	pirkey	6	2	0.0	not-in-dict
2871	-2.2	pirkl	5	2	0.0	not-in-dict
2872	-2.2	pirko	5	2	0.0	not-in-dict
2873	-2.2	pirone	6	2	0.0	not-in-dict
2874	-2.2	pirozzi	7	3	0.0	not-in-dict
2875	-2.2	pirrello	8	3	0.0	not-in-dict
2876	-2.2	pirrone	7	3	0.0	not-in-dict
2877	-2.2	pisarek	7	3	0.0	not-in-dict
2878	-2.2	pisarski	8	3	0.0	not-in-dict
2879	-2.2	pisca	5	2	0.0	not-in-dict
2880	-2.2	pischel	7	2	0.0	not-in-dict
2881	-2.2	pischke	7	1	0.0	not-in-dict
2882	-2.2	pisello	7	3	0.0	not-in-dict
2883	-2.2	pistilli	8	3	0.0	not-in-dict
2884	-2.2	pitcock	7	2	0.0	not-in-dict
2885	-2.2	pitner	6	2	0.0	not-in-dict
2886	-2.2	pitofsky	8	3	0.0	not-in-dict
2887	-2.2	pitsch	6	1	0.0	not-in-dict
2888	-2.2	pitstick	8	2	0.0	not-in-dict
2889	-2.2	pitswon	7	2	0.0	not-in-dict
2890	-2.2	pittle	6	2	0.0	not-in-dict
2891	-2.2	pittner	7	2	0.0	not-in-dict
2892	-2.2	pittsley	8	2	0.0	not-in-dict
2893	-2.2	pitzen	6	2	0.0	not-in-dict
2894	-2.2	piver	5	2	0.0	not-in-dict
2895	-2.2	pivonka	7	3	0.0	not-in-dict
2896	-2.2	pixler	6	2	0.0	not-in-dict
2897	-2.2	pizana	6	3	0.0	not-in-dict
2898	-2.2	pizano	6	3	0.0	not-in-dict
2899	-2.2	pizatti	7	3	0.0	not-in-dict
2900	-2.2	pizzano	7	3	0.0	not-in-dict
2901	-2.2	pizzino	7	3	0.0	not-in-dict
2902	-2.2	pizzuti	7	3	0.0	not-in-dict
2903	-2.2	placeta	7	3	0.0	not-in-dict
2904	-2.2	placeway	8	2	0.0	not-in-dict
2905	-2.2	placke	6	1	0.0	not-in-dict
2906	-2.2	placko	6	2	0.0	not-in-dict
2907	-2.2	plagge	6	1	0.0	not-in-dict
2908	-2.2	plaia	5	2	0.0	not-in-dict
2909	-2.2	plaino	6	2	0.0	not-in-dict
2910	-2.2	plair	5	1	0.0	not-in-dict
2911	-2.2	plake	5	1	0.0	not-in-dict
2912	-2.2	plamann	7	2	0.0	not-in-dict
2913	-2.2	plambeck	8	2	0.0	not-in-dict
2914	-2.2	planecon	8	2	0.0	not-in-dict
2915	-2.2	planers	7	2	1.5	not-in-dict,inflected
2916	-2.2	plantz	6	1	0.0	not-in-dict
2917	-2.2	plassard	8	2	0.0	not-in-dict
2918	-2.2	platek	6	2	0.0	not-in-dict
2919	-2.2	platona	7	3	0.0	not-in-dict
2920	-2.2	plauche	7	1	0.0	not-in-dict
2921	-2.2	plaugher	8	2	0.0	not-in-dict
2922	-2.2	plautz	6	1	0.0	not-in-dict
2923	-2.2	plavsic	7	2	0.0	not-in-dict
2924	-2.2	plazic	6	2	0.0	not-in-dict
2925	-2.2	plenet	6	2	0.0	not-in-dict
2926	-2.2	plenmeer	8	2	0.0	not-in-dict
2927	-2.2	plescia	7	2	0.0	not-in-dict
2928	-2.2	pleshar	7	2	0.0	not-in-dict
2929	-2.2	pleskow	7	2	0.0	not-in-dict
2930	-2.2	pletz	5	1	0.0	not-in-dict
2931	-2.2	pleva	5	2	0.0	not-in-dict
2932	-2.2	plewa	5	2	0.0	not-in-dict
2933	-2.2	plichta	7	2	0.0	not-in-dict
2934	-2.2	pliler	6	2	0.0	not-in-dict
2935	-2.2	plocar	6	2	0.0	not-in-dict
2936	-2.2	plocek	6	2	0.0	not-in-dict
2937	-2.2	ploch	5	1	0.0	not-in-dict
2938	-2.2	ploeger	7	2	0.0	not-in-dict
2939	-2.2	plohn	5	1	0.0	not-in-dict
2940	-2.2	plonka	6	2	0.0	not-in-dict
2941	-2.2	plonski	7	2	0.0	not-in-dict
2942	-2.2	ploof	5	1	0.0	not-in-dict
2943	-2.2	ploss	5	1	0.0	not-in-dict
2944	-2.2	plotner	7	2	0.0	not-in-dict
2945	-2.2	plouff	6	1	0.0	not-in-dict
2946	-2.2	plude	5	1	0.0	not-in-dict
2947	-2.2	plumeri	7	3	0.0	not-in-dict
2948	-2.2	plunkitt	8	2	0.0	not-in-dict
2949	-2.2	pluth	5	1	0.0	not-in-dict
2950	-2.2	plybon	6	2	0.0	not-in-dict
2951	-2.2	plymale	7	2	0.0	not-in-dict
2952	-2.2	pobanz	6	2	0.0	not-in-dict
2953	-2.2	pobla	5	2	0.0	not-in-dict
2954	-2.2	pobst	5	1	0.0	not-in-dict
2955	-2.2	pochiluk	8	3	0.0	not-in-dict
2956	-2.2	pociask	7	3	0.0	not-in-dict
2957	-2.2	pocius	6	3	0.0	not-in-dict
2958	-2.2	poclain	7	2	0.0	not-in-dict
2959	-2.2	podany	6	3	0.0	not-in-dict
2960	-2.2	podleska	8	3	0.0	not-in-dict
2961	-2.2	podnar	6	2	0.0	not-in-dict
2962	-2.2	podolak	7	3	0.0	not-in-dict
2963	-2.2	podoll	6	2	0.0	not-in-dict
2964	-2.2	podrasky	8	3	0.0	not-in-dict
2965	-2.2	podraza	7	3	0.0	not-in-dict
2966	-2.2	poduska	7	3	0.0	not-in-dict
2967	-2.2	poehl	5	1	0.0	not-in-dict
2968	-2.2	poehlman	8	2	0.0	not-in-dict
2969	-2.2	poelman	7	2	0.0	not-in-dict
2970	-2.2	poeschel	8	2	0.0	not-in-dict
2971	-2.2	poeschl	7	2	0.0	not-in-dict
2972	-2.2	pofahl	6	2	0.0	not-in-dict
2973	-2.2	poinot	6	2	0.0	not-in-dict
2974	-2.2	poirrier	8	3	0.0	not-in-dict
2975	-2.2	poissant	8	2	0.0	not-in-dict
2976	-2.2	poitra	6	2	0.0	not-in-dict
2977	-2.2	pokorney	8	3	0.0	not-in-dict
2978	-2.2	pokorski	8	3	0.0	not-in-dict
2979	-2.2	polacek	7	3	0.0	not-in-dict
2980	-2.2	polakoff	8	3	0.0	not-in-dict
2981	-2.2	polandri	8	3	0.0	not-in-dict
2982	-2.2	polasek	7	3	0.0	not-in-dict
2983	-2.2	polasky	7	3	0.0	not-in-dict
2984	-2.2	polce	5	1	0.0	not-in-dict
2985	-2.2	polcyn	6	2	0.0	not-in-dict
2986	-2.2	polek	5	2	0.0	not-in-dict
2987	-2.2	polevoi	7	3	0.0	not-in-dict
2988	-2.2	polhamus	8	3	0.0	not-in-dict
2989	-2.2	polich	6	2	0.0	not-in-dict
2990	-2.2	polino	6	3	0.0	not-in-dict
2991	-2.2	polinski	8	3	0.0	not-in-dict
2992	-2.2	politte	7	2	0.0	not-in-dict
2993	-2.2	politz	6	2	0.0	not-in-dict
2994	-2.2	polivka	7	3	0.0	not-in-dict
2995	-2.2	pollett	7	2	0.0	not-in-dict
2996	-2.2	pollick	7	2	0.0	not-in-dict
2997	-2.2	pollino	7	3	0.0	not-in-dict
2998	-2.2	pollman	7	2	0.0	not-in-dict
2999	-2.2	pollner	7	2	0.0	not-in-dict
3000	-2.2	polsby	6	2	0.0	not-in-dict
3001	-2.2	polskin	7	2	0.0	not-in-dict
3002	-2.2	polston	7	2	0.0	not-in-dict
3003	-2.2	poltrack	8	2	0.0	not-in-dict
3004	-2.2	polycast	8	3	0.0	not-in-dict
3005	-2.2	polysar	7	3	0.0	not-in-dict
3006	-2.2	polzer	6	2	0.0	not-in-dict
3007	-2.2	pompadur	8	3	0.0	not-in-dict
3008	-2.2	pomplun	7	2	0.0	not-in-dict
3009	-2.2	pomrenze	8	2	0.0	not-in-dict
3010	-2.2	ponchan	7	2	0.0	not-in-dict
3011	-2.2	pondimin	8	3	0.0	not-in-dict
3012	-2.2	pongratz	8	2	0.0	not-in-dict
3013	-2.2	ponsolle	8	2	0.0	not-in-dict
3014	-2.2	pontikes	8	3	0.0	not-in-dict
3015	-2.2	pontillo	8	3	0.0	not-in-dict
3016	-2.2	pontious	8	2	0.0	not-in-dict
3017	-2.2	ponzetti	8	3	0.0	not-in-dict
3018	-2.2	poolas	6	2	0.0	not-in-dict
3019	-2.2	pooser	6	2	0.0	not-in-dict
3020	-2.2	popek	5	2	0.0	not-in-dict
3021	-2.2	popelka	7	3	0.0	not-in-dict
3022	-2.2	popick	6	2	0.0	not-in-dict
3023	-2.2	popik	5	2	0.0	not-in-dict
3024	-2.2	popken	6	2	0.0	not-in-dict
3025	-2.2	popko	5	2	0.0	not-in-dict
3026	-2.2	popowski	8	3	0.0	not-in-dict
3027	-2.2	poppell	7	2	0.0	not-in-dict
3028	-2.2	popwell	7	2	0.0	not-in-dict
3029	-2.2	poquette	8	2	0.0	not-in-dict
3030	-2.2	porada	6	3	0.0	not-in-dict
3031	-2.2	porcella	8	3	0.0	not-in-dict
3032	-2.2	porchia	7	3	0.0	not-in-dict
3033	-2.2	pordy	5	2	0.0	not-in-dict
3034	-2.2	poremba	7	3	0.0	not-in-dict
3035	-2.2	porrazzo	8	3	0.0	not-in-dict
3036	-2.2	porreca	7	3	0.0	not-in-dict
3037	-2.2	porretta	8	3	0.0	not-in-dict
3038	-2.2	portec	6	2	0.0	not-in-dict
3039	-2.2	portee	6	2	0.0	not-in-dict
3040	-2.2	portell	7	2	0.0	not-in-dict
3041	-2.2	portera	7	3	0.0	not-in-dict
3042	-2.2	portney	7	2	0.0	not-in-dict
3043	-2.2	portz	5	1	0.0	not-in-dict
3044	-2.2	poshard	7	2	0.0	not-in-dict
3045	-2.2	posluns	7	2	0.0	not-in-dict
3046	-2.2	posnick	7	2	0.0	not-in-dict
3047	-2.2	possehl	7	2	0.0	not-in-dict
3048	-2.2	postema	7	3	0.0	not-in-dict
3049	-2.2	postit	6	2	0.0	not-in-dict
3050	-2.2	postrel	7	2	0.0	not-in-dict
3051	-2.2	potamkin	8	3	0.0	not-in-dict
3052	-2.2	poteete	7	2	0.0	not-in-dict
3053	-2.2	potempa	7	3	0.0	not-in-dict
3054	-2.2	pothitos	8	3	0.0	not-in-dict
3055	-2.2	potiker	7	3	0.0	not-in-dict
3056	-2.2	potratz	7	2	0.0	not-in-dict
3057	-2.2	potthoff	8	2	0.0	not-in-dict
3058	-2.2	pottorff	8	2	0.0	not-in-dict
3059	-2.2	potucek	7	3	0.0	not-in-dict
3060	-2.2	poupard	7	2	0.0	not-in-dict
3061	-2.2	pourciau	8	3	0.0	not-in-dict
3062	-2.2	poussant	8	2	0.0	not-in-dict
3063	-2.2	pousson	7	2	0.0	not-in-dict
3064	-2.2	poust	5	1	0.0	not-in-dict
3065	-2.2	poutre	6	2	0.0	not-in-dict
3066	-2.2	powalsky	8	3	0.0	not-in-dict
3067	-2.2	powelson	8	3	0.0	not-in-dict
3068	-2.2	pozniak	7	3	0.0	not-in-dict
3069	-2.2	poznikov	8	3	0.0	not-in-dict
3070	-2.2	prab	4	1	0.0	not-in-dict
3071	-2.2	pracht	6	1	0.0	not-in-dict
3072	-2.2	pradetto	8	3	0.0	not-in-dict
3073	-2.2	pralle	6	1	0.0	not-in-dict
3074	-2.2	prapas	6	2	0.0	not-in-dict
3075	-2.2	prasek	6	2	0.0	not-in-dict
3076	-2.2	praun	5	1	0.0	not-in-dict
3077	-2.2	praytor	7	2	0.0	not-in-dict
3078	-2.2	prazak	6	2	0.0	not-in-dict
3079	-2.2	prchal	6	2	0.0	not-in-dict
3080	-2.2	preas	5	1	0.0	not-in-dict
3081	-2.2	prebe	5	1	0.0	not-in-dict
3082	-2.2	prebon	6	2	0.0	not-in-dict
3083	-2.2	preceed	7	2	0.0	not-in-dict
3084	-2.2	prechtl	7	2	0.0	not-in-dict
3085	-2.2	precrash	8	2	0.0	not-in-dict
3086	-2.2	predmore	8	2	0.0	not-in-dict
3087	-2.2	preempting	10	3	1.8	not-in-dict,inflected
3088	-2.2	pregler	7	2	0.0	not-in-dict
3089	-2.2	preheim	7	2	0.0	not-in-dict
3090	-2.2	preisig	7	2	0.0	not-in-dict
3091	-2.2	preisler	8	2	0.0	not-in-dict
3092	-2.2	premark	7	2	0.0	not-in-dict
3093	-2.2	prenger	7	2	0.0	not-in-dict
3094	-2.2	prenn	5	1	0.0	not-in-dict
3095	-2.2	preschel	8	2	0.0	not-in-dict
3096	-2.2	prescher	8	2	0.0	not-in-dict
3097	-2.2	preslar	7	2	0.0	not-in-dict
3098	-2.2	presler	7	2	0.0	not-in-dict
3099	-2.2	presnall	8	2	0.0	not-in-dict
3100	-2.2	presplit	8	2	0.0	not-in-dict
3101	-2.2	presstek	8	2	0.0	not-in-dict
3102	-2.2	prestech	8	2	0.0	not-in-dict
3103	-2.2	presutti	8	3	0.0	not-in-dict
3104	-2.2	preszler	8	2	0.0	not-in-dict
3105	-2.2	pretti	6	2	0.0	not-in-dict
3106	-2.2	pretzer	7	2	0.0	not-in-dict
3107	-2.2	preussag	8	2	0.0	not-in-dict
3108	-2.2	prevatt	7	2	0.0	not-in-dict
3109	-2.2	prevatte	8	2	0.0	not-in-dict
3110	-2.2	prevette	8	2	0.0	not-in-dict
3111	-2.2	previti	7	3	0.0	not-in-dict
3112	-2.2	prevo	5	2	0.0	not-in-dict
3113	-2.2	preway	6	2	0.0	not-in-dict
3114	-2.2	preyista	8	3	0.0	not-in-dict
3115	-2.2	prezzano	8	3	0.0	not-in-dict
3116	-2.2	pribble	7	2	0.0	not-in-dict
